time, ch1, ch2, ch3, ch4
-4.9334,1.9,1.58,0.92,4.74
-4.9333,1.98,1.54,1,4.82
-4.9332,1.86,1.58,1.04,4.82
-4.9331,1.9,1.62,1,4.82
-4.933,1.86,1.58,1.04,4.82
-4.9329,1.9,1.58,1,4.78
-4.9328,1.86,1.58,0.96,4.82
-4.9327,1.9,1.54,1.04,4.7
-4.9326,1.9,1.58,1,4.74
-4.9325,1.9,1.5,1,4.74
-4.9324,1.9,1.54,1.04,4.82
-4.9323,1.9,1.58,1.04,4.82
-4.9322,1.98,1.58,1,4.78
-4.9321,1.98,1.54,1.04,4.82
-4.932,1.9,1.58,0.96,4.82
-4.9319,1.94,1.58,0.96,4.74
-4.9318,1.94,1.58,1,4.86
-4.9317,1.94,1.58,0.96,4.78
-4.9316,1.94,1.58,1,4.82
-4.9315,1.98,1.58,0.96,4.82
-4.9314,1.94,1.58,0.96,4.78
-4.9313,1.94,1.58,1.04,4.82
-4.9312,1.94,1.54,1,4.78
-4.9311,1.9,1.58,1.04,4.82
-4.931,1.9,1.62,1,4.82
-4.9309,1.86,1.54,1,4.82
-4.9308,1.86,1.54,1,4.74
-4.9307,1.94,1.54,1,4.82
-4.9306,1.86,1.5,1.04,4.78
-4.9305,1.94,1.58,0.96,4.82
-4.9304,1.9,1.62,1,4.82
-4.9303,1.9,1.54,1,4.78
-4.9302,1.9,1.58,1,4.78
-4.9301,1.9,1.58,0.96,4.82
-4.93,1.9,1.58,1.04,4.82
-4.9299,1.9,1.54,1,4.86
-4.9298,1.86,1.58,1,4.78
-4.9297,1.94,1.58,0.96,4.74
-4.9296,1.9,1.54,1,4.74
-4.9295,1.86,1.58,1.04,4.78
-4.9294,1.86,1.54,1.04,4.78
-4.9293,1.9,1.58,0.96,4.78
-4.9292,1.9,1.62,1.04,4.78
-4.9291,1.94,1.54,0.96,4.82
-4.929,1.9,1.54,1.04,4.78
-4.9289,1.9,1.54,1,4.78
-4.9288,1.98,1.54,1,4.74
-4.9287,1.94,1.54,0.96,4.78
-4.9286,1.98,1.58,1,4.74
-4.9285,2.02,1.58,1,4.82
-4.9284,1.98,1.58,1,4.74
-4.9283,1.94,1.62,1,4.78
-4.9282,1.94,1.58,1.04,4.82
-4.9281,1.94,1.54,1.04,4.82
-4.928,1.9,1.58,1.04,4.82
-4.9279,1.94,1.58,1,4.82
-4.9278,1.86,1.58,1,4.78
-4.9277,1.9,1.58,0.96,4.78
-4.9276,1.98,1.58,1,4.86
-4.9275,2.02,1.58,0.92,4.78
-4.9274,2.02,1.62,1,4.78
-4.9273,1.98,1.58,0.92,4.82
-4.9272,1.86,1.58,1.04,4.82
-4.9271,1.94,1.62,0.96,4.78
-4.927,1.9,1.54,0.96,4.74
-4.9269,1.86,1.54,0.96,4.78
-4.9268,1.9,1.54,1,4.82
-4.9267,1.86,1.58,1,4.78
-4.9266,1.9,1.58,1.04,4.86
-4.9265,1.9,1.54,1,4.78
-4.9264,1.9,1.62,1.04,4.86
-4.9263,1.9,1.54,1.04,4.78
-4.9262,1.9,1.58,1.04,4.82
-4.9261,1.9,1.58,1,4.74
-4.926,1.86,1.54,1.04,4.86
-4.9259,1.94,1.54,0.96,4.82
-4.9258,1.86,1.58,1,4.78
-4.9257,1.9,1.62,1,4.78
-4.9256,1.98,1.58,0.96,4.82
-4.9255,1.94,1.58,1,4.78
-4.9254,1.98,1.62,1,4.7
-4.9253,1.9,1.54,1.04,4.82
-4.9252,1.86,1.58,1,4.82
-4.9251,1.9,1.5,1.04,4.74
-4.925,1.94,1.54,1.04,4.82
-4.9249,1.94,1.58,1,4.82
-4.9248,1.9,1.54,1.04,4.82
-4.9247,1.9,1.62,1,4.78
-4.9246,1.9,1.58,1,4.78
-4.9245,1.9,1.58,1,4.82
-4.9244,1.9,1.54,1,4.82
-4.9243,1.86,1.58,0.96,4.78
-4.9242,1.9,1.58,1,4.82
-4.9241,1.9,1.62,0.96,4.82
-4.924,1.9,1.58,1,4.78
-4.9239,1.86,1.54,1.04,4.78
-4.9238,1.94,1.58,1,4.82
-4.9237,1.98,1.62,0.96,4.78
-4.9236,1.9,1.54,1,4.82
-4.9235,1.9,1.5,1,4.82
-4.9234,1.9,1.54,1.04,4.82
-4.9233,1.9,1.58,1,4.7
-4.9232,1.9,1.58,1,4.82
-4.9231,1.9,1.58,1.04,4.78
-4.923,1.9,1.54,1.04,4.86
-4.9229,1.9,1.58,1,4.82
-4.9228,1.94,1.58,1.04,4.78
-4.9227,1.9,1.62,1,4.82
-4.9226,1.94,1.58,1,4.78
-4.9225,1.9,1.58,1,4.78
-4.9224,1.94,1.62,0.96,4.82
-4.9223,1.86,1.58,0.96,4.78
-4.9222,1.94,1.66,1.04,4.82
-4.9221,1.9,1.58,1,4.74
-4.922,1.94,1.54,0.96,4.82
-4.9219,1.9,1.54,1.04,4.74
-4.9218,1.9,1.54,1,4.82
-4.9217,1.9,1.58,1,4.86
-4.9216,1.94,1.58,1,4.82
-4.9215,1.86,1.62,1,4.82
-4.9214,1.98,1.62,1,4.78
-4.9213,1.98,1.58,1.04,4.78
-4.9212,1.9,1.58,1.04,4.82
-4.9211,1.94,1.58,1,4.78
-4.921,1.9,1.62,1,4.78
-4.9209,1.94,1.58,1.04,4.74
-4.9208,1.98,1.58,1.04,4.86
-4.9207,1.86,1.58,0.92,4.78
-4.9206,1.86,1.54,1,4.86
-4.9205,1.9,1.54,1,4.82
-4.9204,1.86,1.58,1.04,4.78
-4.9203,1.86,1.58,1,4.74
-4.9202,1.94,1.58,1,4.78
-4.9201,1.86,1.62,1,4.78
-4.92,1.9,1.58,1.04,4.74
-4.9199,1.94,1.58,1,4.82
-4.9198,1.9,1.62,0.96,4.86
-4.9197,1.9,1.58,1,4.74
-4.9196,1.94,1.58,1,4.78
-4.9195,1.98,1.58,1,4.78
-4.9194,1.94,1.62,1,4.78
-4.9193,1.94,1.62,1.04,4.78
-4.9192,1.94,1.58,0.96,4.74
-4.9191,1.98,1.62,0.96,4.78
-4.919,1.94,1.62,1.04,4.86
-4.9189,1.94,1.58,1,4.78
-4.9188,1.82,1.62,1.04,4.82
-4.9187,1.94,1.62,0.92,4.74
-4.9186,1.94,1.62,1.04,4.82
-4.9185,1.94,1.54,0.92,4.78
-4.9184,1.94,1.58,0.96,4.82
-4.9183,1.94,1.58,1,4.78
-4.9182,1.86,1.58,1.04,4.78
-4.9181,1.98,1.54,1,4.78
-4.918,1.94,1.62,1,4.86
-4.9179,1.9,1.58,1,4.78
-4.9178,1.94,1.58,1,4.82
-4.9177,1.94,1.58,1,4.78
-4.9176,1.9,1.58,0.96,4.78
-4.9175,1.9,1.5,1,4.82
-4.9174,1.94,1.62,1,4.82
-4.9173,1.94,1.58,1,4.86
-4.9172,1.94,1.54,1,4.78
-4.9171,1.9,1.62,1.08,4.78
-4.917,1.9,1.54,1.04,4.78
-4.9169,1.9,1.62,1.04,4.82
-4.9168,1.94,1.58,1,4.86
-4.9167,1.98,1.62,0.92,4.82
-4.9166,1.94,1.62,1,4.78
-4.9165,1.98,1.54,1.04,4.78
-4.9164,1.98,1.54,0.96,4.78
-4.9163,1.98,1.58,1,4.82
-4.9162,2.02,1.62,0.96,4.82
-4.9161,1.94,1.66,1,4.78
-4.916,2.02,1.54,0.96,4.78
-4.9159,1.98,1.58,0.96,4.78
-4.9158,1.98,1.66,1,4.78
-4.9157,1.98,1.62,1,4.78
-4.9156,1.94,1.62,0.96,4.78
-4.9155,1.9,1.54,1,4.78
-4.9154,1.94,1.66,1.04,4.82
-4.9153,1.9,1.58,1.04,4.78
-4.9152,1.9,1.62,1,4.78
-4.9151,1.98,1.58,0.96,4.78
-4.915,1.98,1.62,1,4.78
-4.9149,1.98,1.62,1,4.78
-4.9148,2.02,1.62,1,4.74
-4.9147,1.98,1.62,0.96,4.74
-4.9146,1.94,1.58,1,4.82
-4.9145,1.9,1.54,1,4.82
-4.9144,1.9,1.62,1,4.78
-4.9143,1.9,1.58,1,4.78
-4.9142,1.94,1.62,1.04,4.82
-4.9141,1.9,1.62,1.04,4.82
-4.914,1.9,1.62,1.04,4.82
-4.9139,1.9,1.58,1,4.74
-4.9138,1.94,1.58,1,4.78
-4.9137,1.86,1.62,1,4.78
-4.9136,1.9,1.58,0.92,4.74
-4.9135,1.9,1.58,1,4.7
-4.9134,1.94,1.54,1.04,4.78
-4.9133,1.94,1.62,0.96,4.78
-4.9132,1.9,1.58,1,4.78
-4.9131,1.86,1.58,1,4.82
-4.913,1.98,1.62,0.96,4.78
-4.9129,1.94,1.62,0.96,4.78
-4.9128,1.9,1.58,1,4.78
-4.9127,1.94,1.58,1,4.82
-4.9126,1.86,1.58,1.04,4.82
-4.9125,1.94,1.62,1.04,4.82
-4.9124,1.94,1.54,1,4.82
-4.9123,1.94,1.58,1.04,4.82
-4.9122,1.9,1.58,1,4.78
-4.9121,1.9,1.58,1.04,4.78
-4.912,1.86,1.58,1,4.78
-4.9119,1.9,1.58,1.04,4.82
-4.9118,1.9,1.62,1,4.78
-4.9117,1.9,1.62,1.04,4.82
-4.9116,1.9,1.58,1,4.82
-4.9115,1.94,1.62,1.04,4.74
-4.9114,1.86,1.62,1.04,4.78
-4.9113,1.86,1.58,1,4.82
-4.9112,1.94,1.62,1,4.82
-4.9111,1.86,1.62,0.96,4.78
-4.911,1.9,1.66,1,4.78
-4.9109,1.94,1.62,1,4.82
-4.9108,1.98,1.58,1,4.82
-4.9107,1.9,1.58,1.04,4.82
-4.9106,1.94,1.66,1.04,4.82
-4.9105,1.94,1.62,1,4.78
-4.9104,1.94,1.62,1.04,4.86
-4.9103,1.94,1.58,0.96,4.82
-4.9102,1.94,1.62,1.04,4.78
-4.9101,1.94,1.58,1,4.82
-4.91,1.94,1.58,1,4.82
-4.9099,1.94,1.62,1,4.82
-4.9098,1.9,1.58,0.96,4.82
-4.9097,1.94,1.58,1.04,4.74
-4.9096,1.86,1.62,1,4.86
-4.9095,1.86,1.66,0.96,4.78
-4.9094,1.9,1.62,1.04,4.78
-4.9093,1.9,1.62,1,4.82
-4.9092,1.98,1.62,1,4.86
-4.9091,1.94,1.62,1,4.78
-4.909,1.94,1.58,1,4.78
-4.9089,1.94,1.58,1.04,4.78
-4.9088,1.94,1.62,1,4.78
-4.9087,1.86,1.58,1,4.78
-4.9086,1.9,1.58,1,4.78
-4.9085,1.94,1.58,1.04,4.78
-4.9084,1.9,1.62,1.04,4.82
-4.9083,1.9,1.62,1.04,4.78
-4.9082,1.9,1.58,1,4.82
-4.9081,1.94,1.62,1,4.82
-4.908,1.9,1.62,1,4.78
-4.9079,1.94,1.58,1.04,4.78
-4.9078,1.9,1.62,1.04,4.82
-4.9077,1.86,1.62,1,4.82
-4.9076,1.94,1.62,1.04,4.78
-4.9075,1.9,1.58,1,4.78
-4.9074,1.9,1.62,1.04,4.78
-4.9073,1.94,1.58,1.04,4.78
-4.9072,1.9,1.62,1.08,4.78
-4.9071,1.94,1.62,1,4.78
-4.907,1.94,1.58,1,4.82
-4.9069,1.94,1.62,0.96,4.82
-4.9068,1.98,1.62,0.96,4.74
-4.9067,1.98,1.66,0.96,4.82
-4.9066,1.98,1.62,0.96,4.74
-4.9065,1.94,1.66,1,4.78
-4.9064,1.9,1.62,0.96,4.78
-4.9063,1.9,1.62,1.04,4.82
-4.9062,1.94,1.58,0.92,4.82
-4.9061,1.98,1.62,1,4.78
-4.906,1.94,1.62,1,4.82
-4.9059,1.98,1.62,0.96,4.78
-4.9058,1.94,1.62,1,4.82
-4.9057,1.98,1.62,0.96,4.86
-4.9056,1.9,1.62,0.96,4.78
-4.9055,1.94,1.66,1,4.74
-4.9054,1.9,1.62,1,4.78
-4.9053,1.94,1.58,1,4.78
-4.9052,1.94,1.62,0.96,4.78
-4.9051,1.98,1.58,1,4.7
-4.905,1.94,1.62,1,4.78
-4.9049,1.94,1.58,1,4.78
-4.9048,1.94,1.62,1,4.86
-4.9047,1.9,1.62,1,4.78
-4.9046,1.86,1.62,1,4.82
-4.9045,1.78,1.62,1,4.78
-4.9044,1.78,1.62,1.12,4.82
-4.9043,1.86,1.58,1,4.78
-4.9042,1.9,1.58,1.04,4.78
-4.9041,1.94,1.62,1.04,4.82
-4.904,1.86,1.62,1,4.82
-4.9039,1.94,1.58,1.04,4.78
-4.9038,1.94,1.58,1,4.82
-4.9037,1.98,1.62,0.96,4.78
-4.9036,1.94,1.62,1,4.82
-4.9035,2.02,1.62,0.92,4.74
-4.9034,1.98,1.62,0.96,4.74
-4.9033,1.94,1.62,0.96,4.78
-4.9032,1.94,1.66,1.04,4.82
-4.9031,1.9,1.62,1,4.78
-4.903,1.94,1.62,0.96,4.82
-4.9029,1.94,1.62,1,4.78
-4.9028,1.94,1.62,1,4.82
-4.9027,1.94,1.62,1,4.82
-4.9026,1.9,1.62,1,4.78
-4.9025,1.94,1.58,0.92,4.78
-4.9024,1.98,1.58,0.96,4.82
-4.9023,1.94,1.62,1.04,4.78
-4.9022,1.94,1.58,0.92,4.78
-4.9021,1.94,1.62,1.04,4.78
-4.902,1.9,1.58,0.96,4.82
-4.9019,1.94,1.58,1,4.82
-4.9018,1.94,1.62,1.04,4.78
-4.9017,1.9,1.58,0.96,4.82
-4.9016,1.9,1.62,1,4.78
-4.9015,1.9,1.62,1,4.78
-4.9014,1.9,1.62,1.04,4.74
-4.9013,1.9,1.62,1.04,4.78
-4.9012,1.9,1.62,1.04,4.78
-4.9011,1.86,1.58,1.04,4.82
-4.901,1.9,1.62,1,4.74
-4.9009,1.9,1.58,1.04,4.82
-4.9008,1.9,1.62,1,4.74
-4.9007,1.94,1.58,0.96,4.82
-4.9006,1.9,1.58,1,4.82
-4.9005,1.9,1.62,0.96,4.82
-4.9004,1.98,1.62,1,4.74
-4.9003,1.9,1.58,1.04,4.82
-4.9002,1.94,1.58,0.96,4.82
-4.9001,1.94,1.62,1.04,4.82
-4.9,1.94,1.58,1.04,4.82
-4.8999,1.98,1.62,0.96,4.82
-4.8998,1.94,1.62,1,4.82
-4.8997,1.94,1.62,1,4.74
-4.8996,1.9,1.62,1,4.82
-4.8995,1.9,1.62,0.96,4.78
-4.8994,1.86,1.62,0.96,4.82
-4.8993,1.9,1.58,1.04,4.74
-4.8992,1.86,1.62,1,4.82
-4.8991,1.94,1.66,1.04,4.74
-4.899,1.98,1.62,0.96,4.78
-4.8989,1.9,1.62,1,4.78
-4.8988,1.94,1.62,1,4.74
-4.8987,1.94,1.62,1,4.78
-4.8986,1.94,1.62,1.04,4.82
-4.8985,1.86,1.62,1,4.78
-4.8984,1.98,1.62,1,4.82
-4.8983,1.94,1.62,1.04,4.82
-4.8982,1.9,1.62,1,4.82
-4.8981,1.94,1.62,1,4.82
-4.898,1.98,1.7,0.92,4.78
-4.8979,1.98,1.58,1.04,4.78
-4.8978,1.9,1.62,1,4.78
-4.8977,1.94,1.62,1,4.82
-4.8976,1.9,1.62,1.04,4.82
-4.8975,1.9,1.66,0.96,4.74
-4.8974,1.94,1.66,1,4.78
-4.8973,1.86,1.62,1,4.82
-4.8972,1.9,1.62,1,4.78
-4.8971,1.98,1.62,1.04,4.78
-4.897,1.98,1.62,1,4.82
-4.8969,1.86,1.58,1,4.82
-4.8968,1.94,1.66,1,4.78
-4.8967,1.94,1.62,1,4.86
-4.8966,1.94,1.62,1,4.74
-4.8965,1.98,1.62,1.04,4.78
-4.8964,1.94,1.62,1.04,4.78
-4.8963,1.94,1.62,1,4.78
-4.8962,1.9,1.62,0.96,4.78
-4.8961,1.94,1.62,1.04,4.74
-4.896,1.82,1.62,1.04,4.78
-4.8959,1.98,1.62,0.96,4.82
-4.8958,1.94,1.62,1,4.82
-4.8957,1.94,1.62,1.04,4.78
-4.8956,1.9,1.62,0.96,4.82
-4.8955,1.94,1.62,1.04,4.78
-4.8954,1.9,1.62,1,4.78
-4.8953,1.9,1.62,1.04,4.82
-4.8952,1.94,1.62,1.04,4.78
-4.8951,1.86,1.62,1.04,4.82
-4.895,1.9,1.58,1,4.74
-4.8949,1.94,1.62,1,4.82
-4.8948,1.94,1.66,1,4.78
-4.8947,1.94,1.62,1.04,4.78
-4.8946,1.94,1.58,1.04,4.78
-4.8945,1.94,1.62,1.04,4.78
-4.8944,1.98,1.66,1.04,4.74
-4.8943,1.98,1.62,1,4.82
-4.8942,2.06,1.62,1.04,4.78
-4.8941,2.06,1.62,0.96,4.78
-4.894,1.98,1.66,1.04,4.78
-4.8939,1.9,1.62,1,4.78
-4.8938,1.9,1.62,1,4.74
-4.8937,1.94,1.66,1.04,4.78
-4.8936,1.98,1.62,0.96,4.74
-4.8935,1.94,1.66,1.04,4.82
-4.8934,1.94,1.58,1,4.7
-4.8933,1.94,1.66,1,4.78
-4.8932,1.9,1.62,1,4.82
-4.8931,1.9,1.62,0.96,4.82
-4.893,1.9,1.62,1.04,4.78
-4.8929,1.94,1.62,1.04,4.74
-4.8928,1.94,1.62,1.04,4.82
-4.8927,1.94,1.7,1,4.78
-4.8926,1.98,1.62,1.04,4.78
-4.8925,1.9,1.62,1,4.78
-4.8924,1.94,1.62,1.04,4.78
-4.8923,1.94,1.62,1,4.78
-4.8922,1.94,1.62,1.04,4.78
-4.8921,1.86,1.62,1,4.74
-4.892,1.82,1.62,1.04,4.82
-4.8919,1.86,1.66,1,4.82
-4.8918,1.9,1.62,1,4.82
-4.8917,1.9,1.62,0.96,4.82
-4.8916,1.94,1.66,0.96,4.82
-4.8915,1.94,1.62,0.96,4.78
-4.8914,1.94,1.66,1.04,4.82
-4.8913,1.98,1.7,1,4.82
-4.8912,1.94,1.58,1.04,4.82
-4.8911,1.98,1.66,1,4.82
-4.891,2.02,1.62,0.92,4.82
-4.8909,1.94,1.62,0.96,4.78
-4.8908,1.98,1.62,1,4.78
-4.8907,2.02,1.7,0.96,4.74
-4.8906,1.98,1.66,1,4.78
-4.8905,1.94,1.66,1.04,4.74
-4.8904,1.94,1.66,1,4.82
-4.8903,1.9,1.62,1,4.82
-4.8902,1.98,1.62,1,4.78
-4.8901,1.94,1.62,1,4.78
-4.89,1.98,1.7,1,4.82
-4.8899,1.98,1.62,0.96,4.74
-4.8898,1.94,1.62,0.96,4.82
-4.8897,1.9,1.58,0.92,4.82
-4.8896,1.98,1.66,1.04,4.74
-4.8895,1.9,1.62,0.96,4.82
-4.8894,1.94,1.7,0.96,4.78
-4.8893,1.9,1.62,1,4.78
-4.8892,1.94,1.58,0.96,4.78
-4.8891,1.98,1.66,1,4.82
-4.889,1.94,1.62,1.08,4.78
-4.8889,1.9,1.66,1.04,4.82
-4.8888,1.94,1.58,1.04,4.78
-4.8887,1.9,1.66,1.04,4.78
-4.8886,1.9,1.62,1,4.78
-4.8885,1.94,1.62,1.04,4.82
-4.8884,1.94,1.62,1.04,4.78
-4.8883,1.94,1.62,0.96,4.78
-4.8882,1.94,1.62,1,4.78
-4.8881,1.9,1.62,0.96,4.82
-4.888,1.94,1.62,1.04,4.78
-4.8879,1.94,1.62,1.04,4.78
-4.8878,2.02,1.66,1,4.82
-4.8877,1.94,1.62,1,4.82
-4.8876,1.98,1.62,0.96,4.78
-4.8875,1.9,1.62,1,4.78
-4.8874,1.94,1.66,1.04,4.74
-4.8873,1.94,1.58,1,4.78
-4.8872,1.94,1.62,1.04,4.78
-4.8871,1.94,1.66,1,4.82
-4.887,1.9,1.66,1,4.78
-4.8869,1.94,1.62,0.96,4.82
-4.8868,1.9,1.62,1.04,4.82
-4.8867,1.94,1.66,1,4.82
-4.8866,1.9,1.66,1.04,4.86
-4.8865,1.94,1.62,1.04,4.78
-4.8864,1.9,1.62,1,4.78
-4.8863,1.94,1.66,1,4.78
-4.8862,1.9,1.66,0.96,4.82
-4.8861,1.9,1.66,1.04,4.74
-4.886,1.98,1.66,0.96,4.78
-4.8859,1.94,1.66,1,4.78
-4.8858,1.98,1.62,1,4.82
-4.8857,1.9,1.62,1.04,4.78
-4.8856,1.9,1.62,1.04,4.74
-4.8855,1.9,1.62,1,4.78
-4.8854,1.98,1.62,1,4.74
-4.8853,1.94,1.66,1.04,4.78
-4.8852,1.98,1.66,1,4.78
-4.8851,1.9,1.62,1,4.82
-4.885,1.98,1.62,1.04,4.82
-4.8849,1.86,1.62,1,4.78
-4.8848,1.9,1.66,0.96,4.82
-4.8847,1.94,1.66,0.96,4.78
-4.8846,1.9,1.62,1,4.78
-4.8845,1.94,1.66,1,4.82
-4.8844,1.9,1.66,1.04,4.82
-4.8843,1.98,1.62,1.04,4.78
-4.8842,1.9,1.7,1.04,4.82
-4.8841,1.94,1.62,1,4.82
-4.884,1.9,1.58,1.04,4.82
-4.8839,1.98,1.62,1,4.82
-4.8838,1.94,1.66,1,4.82
-4.8837,1.94,1.66,1.04,4.82
-4.8836,1.98,1.62,1,4.78
-4.8835,1.98,1.66,1.04,4.78
-4.8834,1.9,1.7,1,4.78
-4.8833,1.9,1.7,1,4.82
-4.8832,1.94,1.7,1,4.82
-4.8831,1.94,1.66,1,4.78
-4.883,1.94,1.7,1.04,4.78
-4.8829,1.9,1.66,1,4.78
-4.8828,1.94,1.66,1.04,4.82
-4.8827,1.98,1.62,0.96,4.82
-4.8826,1.9,1.7,1,4.78
-4.8825,1.94,1.62,1,4.82
-4.8824,1.98,1.66,1.04,4.78
-4.8823,1.98,1.62,1.04,4.78
-4.8822,1.94,1.62,1,4.86
-4.8821,1.9,1.66,1,4.82
-4.882,1.98,1.66,1,4.82
-4.8819,1.98,1.62,1.04,4.74
-4.8818,1.98,1.7,0.96,4.78
-4.8817,1.98,1.7,1.04,4.78
-4.8816,2.06,1.66,0.96,4.74
-4.8815,2.06,1.7,1,4.74
-4.8814,1.86,1.62,1,4.78
-4.8813,1.98,1.7,1,4.82
-4.8812,1.98,1.74,1.04,4.78
-4.8811,1.98,1.66,1,4.78
-4.881,1.98,1.7,0.96,4.82
-4.8809,1.94,1.7,1,4.78
-4.8808,1.98,1.62,1,4.74
-4.8807,1.9,1.62,1.04,4.78
-4.8806,1.98,1.7,0.96,4.82
-4.8805,1.98,1.66,1,4.86
-4.8804,1.94,1.62,1,4.78
-4.8803,1.94,1.62,1,4.82
-4.8802,1.98,1.66,1,4.78
-4.8801,1.98,1.66,1.04,4.82
-4.88,1.98,1.66,1.04,4.74
-4.8799,1.98,1.66,1,4.78
-4.8798,1.94,1.66,0.96,4.78
-4.8797,1.9,1.62,1,4.7
-4.8796,1.98,1.62,1.04,4.78
-4.8795,1.94,1.62,1.04,4.7
-4.8794,1.9,1.7,1.04,4.74
-4.8793,1.94,1.7,1.04,4.74
-4.8792,1.94,1.7,1.04,4.78
-4.8791,2.02,1.7,1.04,4.78
-4.879,2.02,1.7,1,4.78
-4.8789,1.98,1.62,1.04,4.74
-4.8788,2.02,1.66,1,4.74
-4.8787,2.06,1.7,0.96,4.74
-4.8786,2.02,1.62,0.96,4.82
-4.8785,2.02,1.66,0.96,4.74
-4.8784,2.02,1.62,1.04,4.78
-4.8783,2.02,1.62,0.96,4.82
-4.8782,2.02,1.7,1,4.74
-4.8781,1.98,1.7,0.96,4.82
-4.878,1.98,1.66,1.04,4.86
-4.8779,1.98,1.7,1,4.78
-4.8778,1.98,1.66,0.96,4.86
-4.8777,1.94,1.62,1.04,4.74
-4.8776,1.94,1.62,1,4.82
-4.8775,2.06,1.62,1,4.82
-4.8774,2.18,1.66,0.96,4.82
-4.8773,2.06,1.7,1.04,4.78
-4.8772,2.06,1.66,0.96,4.74
-4.8771,1.9,1.62,1.04,4.82
-4.877,1.9,1.62,1.04,4.82
-4.8769,1.94,1.66,1,4.78
-4.8768,1.98,1.62,1,4.78
-4.8767,1.98,1.7,1,4.82
-4.8766,1.94,1.7,1.04,4.82
-4.8765,1.94,1.62,1.04,4.78
-4.8764,1.9,1.66,1,4.82
-4.8763,1.98,1.62,1.04,4.82
-4.8762,1.9,1.62,1.04,4.78
-4.8761,1.94,1.62,1.04,4.78
-4.876,1.98,1.62,1,4.78
-4.8759,1.94,1.66,1,4.78
-4.8758,1.94,1.66,1,4.74
-4.8757,1.94,1.66,1.04,4.82
-4.8756,1.9,1.66,1.04,4.82
-4.8755,1.94,1.66,1,4.82
-4.8754,1.9,1.66,0.96,4.82
-4.8753,1.94,1.66,0.96,4.78
-4.8752,1.98,1.7,1,4.78
-4.8751,1.98,1.66,1.04,4.74
-4.875,1.94,1.66,1.04,4.78
-4.8749,1.98,1.62,1.04,4.74
-4.8748,1.98,1.7,1.04,4.82
-4.8747,1.94,1.66,0.96,4.82
-4.8746,1.94,1.66,1,4.78
-4.8745,1.98,1.7,1.04,4.82
-4.8744,1.94,1.66,1,4.82
-4.8743,1.94,1.62,1,4.7
-4.8742,1.94,1.7,1,4.74
-4.8741,1.98,1.7,1,4.82
-4.874,1.94,1.66,1,4.82
-4.8739,1.98,1.66,1,4.82
-4.8738,1.94,1.62,1.04,4.82
-4.8737,1.94,1.66,1,4.74
-4.8736,2.02,1.66,1,4.78
-4.8735,1.94,1.7,1.04,4.78
-4.8734,1.94,1.66,1,4.78
-4.8733,1.94,1.66,1,4.78
-4.8732,1.98,1.66,0.96,4.74
-4.8731,1.98,1.66,0.96,4.78
-4.873,1.98,1.7,1,4.74
-4.8729,1.94,1.7,0.96,4.7
-4.8728,1.98,1.7,1,4.74
-4.8727,1.94,1.62,1,4.82
-4.8726,1.9,1.7,1,4.82
-4.8725,1.94,1.7,1.04,4.82
-4.8724,1.9,1.66,1,4.78
-4.8723,1.94,1.66,1,4.78
-4.8722,1.98,1.7,0.96,4.78
-4.8721,1.98,1.62,1.04,4.82
-4.872,1.94,1.7,1,4.82
-4.8719,1.94,1.7,1.04,4.78
-4.8718,1.94,1.66,1,4.82
-4.8717,1.98,1.7,1,4.86
-4.8716,1.98,1.66,1,4.78
-4.8715,1.9,1.7,1,4.74
-4.8714,1.98,1.74,1,4.82
-4.8713,1.98,1.7,0.96,4.74
-4.8712,1.94,1.66,1,4.82
-4.8711,1.98,1.7,1,4.78
-4.871,1.9,1.66,1.04,4.82
-4.8709,1.98,1.66,1.04,4.82
-4.8708,1.98,1.66,1,4.82
-4.8707,2.02,1.66,1.04,4.82
-4.8706,1.94,1.66,1,4.82
-4.8705,1.9,1.7,1,4.86
-4.8704,1.9,1.7,1,4.74
-4.8703,1.94,1.7,1,4.82
-4.8702,1.94,1.7,1.04,4.82
-4.8701,1.94,1.7,1,4.78
-4.87,1.94,1.62,1,4.82
-4.8699,1.98,1.62,1,4.82
-4.8698,1.98,1.66,1,4.78
-4.8697,1.98,1.7,1,4.82
-4.8696,1.98,1.66,1,4.82
-4.8695,1.98,1.62,1.04,4.82
-4.8694,1.98,1.7,1,4.82
-4.8693,2.02,1.7,0.96,4.74
-4.8692,1.98,1.7,0.92,4.78
-4.8691,2.06,1.7,1,4.82
-4.869,1.98,1.62,1,4.82
-4.8689,1.94,1.7,1,4.86
-4.8688,2.02,1.66,0.96,4.82
-4.8687,1.98,1.74,1,4.78
-4.8686,2.02,1.66,1,4.82
-4.8685,1.98,1.66,0.96,4.82
-4.8684,1.98,1.7,1,4.78
-4.8683,1.94,1.66,1,4.74
-4.8682,1.94,1.66,1,4.74
-4.8681,1.98,1.7,1.04,4.82
-4.868,1.94,1.7,1,4.78
-4.8679,1.98,1.74,1,4.82
-4.8678,1.98,1.7,0.96,4.82
-4.8677,2.02,1.7,1,4.74
-4.8676,1.98,1.66,1.04,4.78
-4.8675,1.98,1.7,1.04,4.82
-4.8674,1.98,1.66,1,4.82
-4.8673,1.94,1.66,1,4.82
-4.8672,1.98,1.7,0.96,4.78
-4.8671,1.94,1.7,1,4.74
-4.867,1.98,1.7,1,4.78
-4.8669,1.9,1.7,1.04,4.86
-4.8668,1.9,1.7,1.08,4.74
-4.8667,1.98,1.66,1.04,4.82
