time, ch1, ch2, ch3, ch4
0.1094,1.02,1.46,1.84,4.78
0.1095,0.9,1.42,1.88,4.74
0.1096,0.94,1.46,1.92,4.78
0.1097,0.98,1.46,1.88,4.78
0.1098,1.02,1.5,1.84,4.74
0.1099,0.98,1.46,1.92,4.82
0.11,0.9,1.38,1.88,4.82
0.1101,0.98,1.46,1.92,4.78
0.1102,0.98,1.46,1.88,4.78
0.1103,0.98,1.5,1.92,4.82
0.1104,0.94,1.42,1.92,4.78
0.1105,0.98,1.46,1.88,4.78
0.1106,0.94,1.42,1.88,4.7
0.1107,0.94,1.46,1.92,4.78
0.1108,1.02,1.46,1.92,4.74
0.1109,0.98,1.46,1.88,4.78
0.111,0.9,1.42,1.88,4.78
0.1111,0.94,1.46,1.88,4.78
0.1112,0.98,1.46,1.88,4.78
0.1113,0.98,1.46,1.84,4.78
0.1114,0.94,1.46,1.84,4.78
0.1115,0.98,1.42,1.92,4.78
0.1116,0.94,1.42,1.84,4.82
0.1117,0.98,1.42,1.8,4.74
0.1118,0.98,1.46,1.88,4.82
0.1119,0.9,1.42,1.88,4.78
0.112,0.94,1.42,1.88,4.78
0.1121,1.02,1.42,1.84,4.78
0.1122,0.94,1.46,1.88,4.78
0.1123,0.94,1.5,1.84,4.82
0.1124,1.06,1.5,1.84,4.82
0.1125,0.98,1.5,1.88,4.78
0.1126,0.94,1.46,1.84,4.78
0.1127,0.98,1.46,1.88,4.7
0.1128,0.98,1.46,1.88,4.78
0.1129,0.98,1.46,1.88,4.74
0.113,0.98,1.46,1.88,4.78
0.1131,0.98,1.46,1.88,4.74
0.1132,0.9,1.46,1.88,4.78
0.1133,0.94,1.46,1.88,4.82
0.1134,0.94,1.42,1.88,4.78
0.1135,0.98,1.5,1.84,4.78
0.1136,0.9,1.46,1.88,4.78
0.1137,0.98,1.5,1.92,4.82
0.1138,0.98,1.46,1.88,4.78
0.1139,0.98,1.42,1.84,4.78
0.114,0.94,1.42,1.84,4.78
0.1141,0.82,1.38,1.84,4.78
0.1142,0.98,1.5,1.88,4.74
0.1143,0.94,1.42,1.88,4.78
0.1144,0.98,1.46,1.88,4.86
0.1145,0.94,1.46,1.88,4.74
0.1146,0.94,1.42,1.88,4.74
0.1147,0.94,1.5,1.92,4.78
0.1148,0.9,1.42,1.88,4.74
0.1149,0.94,1.46,1.84,4.78
0.115,0.98,1.5,1.84,4.78
0.1151,0.94,1.5,1.84,4.82
0.1152,0.98,1.42,1.88,4.78
0.1153,0.94,1.5,1.88,4.7
0.1154,0.94,1.42,1.88,4.82
0.1155,0.98,1.46,1.92,4.78
0.1156,1.02,1.5,1.88,4.74
0.1157,0.94,1.46,1.84,4.78
0.1158,1.02,1.46,1.88,4.78
0.1159,0.98,1.46,1.84,4.78
0.116,1.02,1.42,1.8,4.78
0.1161,0.98,1.46,1.84,4.78
0.1162,1.02,1.46,1.88,4.78
0.1163,0.98,1.46,1.88,4.78
0.1164,0.98,1.46,1.88,4.78
0.1165,0.94,1.5,1.92,4.82
0.1166,1.02,1.42,1.8,4.82
0.1167,1.06,1.46,1.88,4.78
0.1168,0.98,1.42,1.84,4.78
0.1169,0.98,1.42,1.88,4.82
0.117,0.94,1.42,1.88,4.82
0.1171,0.98,1.5,1.88,4.78
0.1172,0.98,1.46,1.84,4.82
0.1173,1.02,1.42,1.92,4.78
0.1174,0.94,1.42,1.84,4.78
0.1175,0.94,1.42,1.92,4.74
0.1176,0.98,1.42,1.84,4.74
0.1177,0.98,1.5,1.88,4.74
0.1178,0.98,1.42,1.92,4.82
0.1179,0.94,1.42,1.92,4.74
0.118,0.94,1.42,1.92,4.82
0.1181,0.94,1.42,1.88,4.82
0.1182,0.94,1.54,1.88,4.82
0.1183,0.94,1.42,1.88,4.74
0.1184,0.9,1.5,1.84,4.82
0.1185,0.9,1.46,1.92,4.74
0.1186,0.9,1.46,1.88,4.78
0.1187,0.94,1.46,1.88,4.82
0.1188,0.98,1.46,1.88,4.74
0.1189,0.94,1.46,1.88,4.82
0.119,0.94,1.42,1.84,4.82
0.1191,0.94,1.5,1.84,4.82
0.1192,0.94,1.46,1.88,4.78
0.1193,1.02,1.5,1.88,4.78
0.1194,0.98,1.42,1.88,4.74
0.1195,0.98,1.42,1.92,4.78
0.1196,0.98,1.46,1.84,4.78
0.1197,0.98,1.42,1.92,4.78
0.1198,0.94,1.42,1.8,4.78
0.1199,0.98,1.46,1.88,4.86
0.12,0.98,1.46,1.8,4.74
0.1201,0.98,1.42,1.88,4.82
0.1202,0.94,1.46,1.88,4.74
0.1203,0.98,1.42,1.92,4.78
0.1204,0.98,1.42,1.88,4.74
0.1205,0.98,1.42,1.8,4.82
0.1206,0.94,1.46,1.88,4.82
0.1207,1.02,1.46,1.88,4.78
0.1208,1.02,1.42,1.8,4.78
0.1209,1.02,1.46,1.84,4.82
0.121,0.98,1.42,1.88,4.82
0.1211,0.98,1.42,1.84,4.78
0.1212,0.98,1.42,1.88,4.78
0.1213,0.94,1.46,1.88,4.78
0.1214,0.98,1.5,1.92,4.78
0.1215,0.98,1.42,1.88,4.74
0.1216,0.98,1.46,1.88,4.78
0.1217,0.98,1.46,1.84,4.78
0.1218,0.94,1.42,1.84,4.78
0.1219,0.94,1.42,1.88,4.78
0.122,0.98,1.42,1.88,4.82
0.1221,0.94,1.46,1.88,4.78
0.1222,0.98,1.46,1.88,4.74
0.1223,0.98,1.42,1.88,4.78
0.1224,0.94,1.46,1.92,4.74
0.1225,0.9,1.42,1.84,4.74
0.1226,0.9,1.42,1.88,4.74
0.1227,0.98,1.46,1.92,4.74
0.1228,0.86,1.42,1.88,4.78
0.1229,0.94,1.46,1.88,4.78
0.123,0.98,1.42,1.88,4.78
0.1231,0.9,1.42,1.88,4.82
0.1232,0.9,1.42,1.84,4.78
0.1233,0.98,1.42,1.88,4.78
0.1234,0.94,1.46,1.84,4.78
0.1235,0.94,1.42,1.88,4.74
0.1236,0.94,1.46,1.84,4.78
0.1237,0.94,1.5,1.88,4.82
0.1238,0.98,1.42,1.84,4.78
0.1239,0.94,1.46,1.88,4.82
0.124,0.98,1.42,1.88,4.74
0.1241,0.94,1.42,1.84,4.82
0.1242,0.98,1.42,1.8,4.78
0.1243,0.98,1.42,1.92,4.78
0.1244,1.02,1.42,1.88,4.82
0.1245,1.06,1.38,1.84,4.78
0.1246,1.02,1.42,1.88,4.82
0.1247,0.98,1.38,1.8,4.82
0.1248,1.02,1.46,1.88,4.82
0.1249,0.98,1.42,1.8,4.74
0.125,0.98,1.46,1.84,4.7
0.1251,1.02,1.42,1.88,4.78
0.1252,0.98,1.42,1.84,4.74
0.1253,0.94,1.42,1.88,4.74
0.1254,0.98,1.5,1.84,4.74
0.1255,0.98,1.42,1.8,4.78
0.1256,0.94,1.42,1.88,4.78
0.1257,0.98,1.42,1.84,4.82
0.1258,0.98,1.46,1.88,4.78
0.1259,0.94,1.46,1.88,4.74
0.126,0.94,1.46,1.84,4.78
0.1261,0.94,1.46,1.92,4.82
0.1262,0.98,1.42,1.84,4.82
0.1263,0.94,1.42,1.84,4.82
0.1264,0.98,1.42,1.88,4.82
0.1265,0.94,1.42,1.92,4.74
0.1266,0.94,1.46,1.88,4.78
0.1267,0.9,1.42,1.88,4.78
0.1268,0.9,1.46,1.88,4.78
0.1269,0.94,1.42,1.88,4.82
0.127,0.98,1.42,1.92,4.74
0.1271,0.94,1.46,1.84,4.82
0.1272,0.94,1.42,1.88,4.78
0.1273,0.94,1.38,1.88,4.78
0.1274,0.94,1.42,1.8,4.78
0.1275,0.94,1.46,1.88,4.74
0.1276,0.94,1.42,1.88,4.78
0.1277,0.94,1.5,1.88,4.74
0.1278,0.98,1.38,1.84,4.78
0.1279,0.98,1.42,1.84,4.74
0.128,0.94,1.42,1.88,4.74
0.1281,0.94,1.46,1.88,4.78
0.1282,0.98,1.42,1.88,4.78
0.1283,0.98,1.42,1.88,4.74
0.1284,0.98,1.38,1.88,4.82
0.1285,1.02,1.42,1.84,4.82
0.1286,0.9,1.38,1.8,4.78
0.1287,0.98,1.42,1.88,4.82
0.1288,0.98,1.38,1.84,4.82
0.1289,0.98,1.42,1.84,4.82
0.129,0.98,1.42,1.88,4.78
0.1291,0.98,1.42,1.8,4.78
0.1292,0.98,1.46,1.8,4.78
0.1293,1.02,1.46,1.8,4.82
0.1294,0.98,1.5,1.8,4.78
0.1295,0.98,1.42,1.8,4.74
0.1296,1.02,1.38,1.88,4.78
0.1297,0.94,1.42,1.84,4.78
0.1298,1.02,1.42,1.88,4.78
0.1299,0.94,1.42,1.88,4.82
0.13,0.94,1.38,1.88,4.78
0.1301,0.94,1.42,1.84,4.74
0.1302,0.98,1.42,1.84,4.82
0.1303,0.9,1.38,1.92,4.78
0.1304,0.9,1.42,1.92,4.82
0.1305,0.94,1.42,1.88,4.82
0.1306,0.9,1.5,1.88,4.74
0.1307,0.94,1.42,1.84,4.78
0.1308,0.94,1.38,1.84,4.78
0.1309,0.94,1.42,1.8,4.82
0.131,0.94,1.42,1.84,4.82
0.1311,0.94,1.38,1.84,4.82
0.1312,0.94,1.42,1.84,4.78
0.1313,0.98,1.46,1.84,4.74
0.1314,0.9,1.34,1.84,4.78
0.1315,0.98,1.42,1.88,4.78
0.1316,0.94,1.42,1.84,4.78
0.1317,0.94,1.42,1.84,4.74
0.1318,0.94,1.38,1.88,4.74
0.1319,0.94,1.46,1.84,4.78
0.132,0.98,1.42,1.84,4.82
0.1321,0.94,1.46,1.88,4.78
0.1322,0.94,1.42,1.8,4.74
0.1323,0.94,1.42,1.88,4.74
0.1324,0.98,1.42,1.84,4.82
0.1325,0.98,1.42,1.88,4.78
0.1326,0.94,1.42,1.88,4.7
0.1327,0.94,1.42,1.8,4.74
0.1328,0.94,1.38,1.84,4.78
0.1329,0.98,1.42,1.88,4.82
0.133,1.02,1.38,1.8,4.82
0.1331,0.94,1.42,1.8,4.78
0.1332,0.98,1.42,1.84,4.82
0.1333,0.98,1.46,1.84,4.82
0.1334,0.98,1.46,1.92,4.82
0.1335,0.98,1.42,1.84,4.78
0.1336,0.94,1.42,1.88,4.74
0.1337,0.94,1.46,1.88,4.78
0.1338,0.94,1.42,1.8,4.78
0.1339,0.98,1.38,1.84,4.82
0.134,0.94,1.42,1.8,4.78
0.1341,0.9,1.42,1.8,4.78
0.1342,0.98,1.42,1.88,4.7
0.1343,0.98,1.46,1.84,4.78
0.1344,0.94,1.38,1.88,4.74
0.1345,0.94,1.42,1.88,4.78
0.1346,0.94,1.42,1.84,4.82
0.1347,0.94,1.34,1.88,4.74
0.1348,0.9,1.42,1.84,4.7
0.1349,0.94,1.38,1.88,4.78
0.135,0.94,1.42,1.8,4.78
0.1351,0.94,1.38,1.88,4.74
0.1352,0.9,1.38,1.84,4.78
0.1353,0.94,1.42,1.88,4.74
0.1354,0.86,1.38,1.84,4.78
0.1355,0.9,1.38,1.84,4.82
0.1356,0.9,1.38,1.88,4.78
0.1357,0.94,1.38,1.8,4.78
0.1358,0.94,1.42,1.88,4.78
0.1359,0.94,1.38,1.88,4.74
0.136,0.9,1.46,1.88,4.74
0.1361,0.98,1.42,1.84,4.82
0.1362,0.94,1.42,1.84,4.82
0.1363,0.9,1.42,1.88,4.78
0.1364,0.98,1.42,1.88,4.78
0.1365,0.98,1.42,1.88,4.78
0.1366,0.98,1.42,1.84,4.74
0.1367,0.94,1.42,1.92,4.82
0.1368,0.98,1.38,1.88,4.78
0.1369,0.86,1.42,1.8,4.78
0.137,0.86,1.42,1.84,4.78
0.1371,0.94,1.38,1.84,4.82
0.1372,0.94,1.42,1.8,4.7
0.1373,0.98,1.42,1.84,4.74
0.1374,0.98,1.42,1.88,4.82
0.1375,1.02,1.46,1.88,4.78
0.1376,1.02,1.42,1.84,4.82
0.1377,1.02,1.42,1.88,4.74
0.1378,0.94,1.42,1.8,4.78
0.1379,0.98,1.42,1.84,4.82
0.138,0.94,1.38,1.88,4.78
0.1381,0.98,1.42,1.8,4.74
0.1382,0.94,1.42,1.88,4.78
0.1383,0.98,1.46,1.8,4.78
0.1384,0.94,1.42,1.88,4.74
0.1385,0.94,1.38,1.88,4.78
0.1386,0.98,1.42,1.84,4.86
0.1387,0.98,1.38,1.88,4.74
0.1388,0.94,1.42,1.84,4.78
0.1389,0.98,1.46,1.84,4.74
0.139,0.9,1.42,1.88,4.82
0.1391,0.94,1.38,1.84,4.74
0.1392,0.9,1.34,1.84,4.74
0.1393,0.94,1.38,1.88,4.74
0.1394,0.98,1.46,1.8,4.82
0.1395,0.98,1.38,1.8,4.74
0.1396,0.94,1.42,1.84,4.82
0.1397,0.9,1.42,1.84,4.78
0.1398,0.98,1.34,1.88,4.74
0.1399,0.98,1.42,1.88,4.78
0.14,0.94,1.46,1.88,4.82
0.1401,0.98,1.38,1.8,4.74
0.1402,0.98,1.42,1.84,4.82
0.1403,0.98,1.42,1.84,4.74
0.1404,0.98,1.42,1.8,4.78
0.1405,0.98,1.46,1.84,4.78
0.1406,0.94,1.38,1.88,4.78
0.1407,0.98,1.46,1.88,4.74
0.1408,0.9,1.42,1.84,4.82
0.1409,1.06,1.38,1.84,4.78
0.141,0.98,1.42,1.84,4.74
0.1411,0.94,1.46,1.88,4.74
0.1412,1.02,1.38,1.92,4.74
0.1413,1.02,1.38,1.84,4.78
0.1414,0.94,1.42,1.84,4.82
0.1415,0.94,1.42,1.88,4.82
0.1416,0.98,1.46,1.8,4.78
0.1417,0.98,1.42,1.84,4.82
0.1418,0.98,1.46,1.84,4.7
0.1419,1.02,1.38,1.84,4.78
0.142,0.98,1.42,1.84,4.82
0.1421,1.02,1.42,1.84,4.74
0.1422,0.98,1.38,1.84,4.82
0.1423,0.98,1.38,1.84,4.78
0.1424,0.98,1.38,1.84,4.74
0.1425,0.94,1.42,1.88,4.74
0.1426,0.98,1.38,1.92,4.78
0.1427,0.98,1.38,1.84,4.82
0.1428,0.98,1.42,1.88,4.78
0.1429,0.9,1.38,1.84,4.74
0.143,0.94,1.38,1.8,4.78
0.1431,0.9,1.42,1.84,4.78
0.1432,0.94,1.42,1.88,4.78
0.1433,0.82,1.42,1.8,4.74
0.1434,0.94,1.38,1.88,4.78
0.1435,0.9,1.42,1.88,4.78
0.1436,0.94,1.38,1.84,4.74
0.1437,0.94,1.42,1.84,4.78
0.1438,0.94,1.38,1.84,4.82
0.1439,0.9,1.38,1.88,4.78
0.144,0.94,1.38,1.84,4.74
0.1441,0.94,1.42,1.84,4.78
0.1442,0.9,1.38,1.88,4.74
0.1443,0.98,1.46,1.8,4.78
0.1444,0.9,1.38,1.84,4.74
0.1445,0.98,1.42,1.88,4.78
0.1446,0.98,1.38,1.8,4.7
0.1447,0.98,1.42,1.84,4.74
0.1448,0.98,1.42,1.84,4.82
0.1449,0.94,1.34,1.84,4.82
0.145,0.98,1.34,1.88,4.74
0.1451,0.9,1.34,1.84,4.74
0.1452,0.94,1.38,1.88,4.78
0.1453,0.94,1.42,1.88,4.82
0.1454,0.98,1.42,1.84,4.78
0.1455,0.9,1.38,1.84,4.78
0.1456,0.98,1.42,1.84,4.74
0.1457,0.94,1.38,1.8,4.82
0.1458,0.94,1.38,1.84,4.74
0.1459,0.9,1.42,1.8,4.78
0.146,0.94,1.34,1.84,4.82
0.1461,0.94,1.42,1.8,4.78
0.1462,0.9,1.38,1.84,4.82
0.1463,0.98,1.38,1.88,4.78
0.1464,0.98,1.42,1.88,4.82
0.1465,0.94,1.42,1.8,4.78
0.1466,0.94,1.38,1.84,4.78
0.1467,0.94,1.38,1.88,4.86
0.1468,0.98,1.38,1.88,4.82
0.1469,0.98,1.42,1.84,4.86
0.147,0.94,1.42,1.88,4.78
0.1471,0.9,1.34,1.8,4.78
0.1472,0.98,1.34,1.8,4.78
0.1473,1.02,1.38,1.88,4.74
0.1474,0.98,1.38,1.88,4.82
0.1475,0.94,1.34,1.8,4.78
0.1476,0.94,1.38,1.88,4.78
0.1477,0.94,1.42,1.88,4.74
0.1478,0.9,1.38,1.88,4.78
0.1479,0.94,1.34,1.88,4.82
0.148,0.94,1.42,1.84,4.82
0.1481,0.86,1.38,1.88,4.74
0.1482,0.94,1.42,1.84,4.82
0.1483,0.98,1.46,1.84,4.78
0.1484,0.98,1.42,1.84,4.78
0.1485,0.94,1.42,1.84,4.78
0.1486,0.98,1.38,1.84,4.78
0.1487,0.94,1.42,1.84,4.78
0.1488,0.9,1.42,1.88,4.82
0.1489,0.98,1.38,1.88,4.7
0.149,0.98,1.38,1.84,4.78
0.1491,0.9,1.38,1.84,4.78
0.1492,0.9,1.38,1.8,4.74
0.1493,0.98,1.38,1.84,4.74
0.1494,0.9,1.38,1.8,4.74
0.1495,0.94,1.34,1.8,4.78
0.1496,0.98,1.38,1.8,4.78
0.1497,0.94,1.42,1.84,4.74
0.1498,0.98,1.42,1.8,4.82
0.1499,0.94,1.34,1.84,4.82
0.15,0.98,1.42,1.84,4.78
0.1501,1.06,1.38,1.84,4.78
0.1502,0.98,1.38,1.84,4.82
0.1503,0.98,1.38,1.8,4.78
0.1504,0.94,1.38,1.84,4.74
0.1505,1.02,1.42,1.8,4.7
0.1506,1.02,1.38,1.8,4.78
0.1507,0.98,1.38,1.84,4.78
0.1508,0.94,1.42,1.84,4.74
0.1509,0.98,1.42,1.84,4.78
0.151,1.02,1.38,1.88,4.78
0.1511,0.98,1.38,1.84,4.82
0.1512,0.98,1.38,1.88,4.78
0.1513,0.94,1.38,1.88,4.78
0.1514,0.98,1.42,1.88,4.78
0.1515,0.94,1.42,1.88,4.74
0.1516,0.9,1.38,1.88,4.78
0.1517,0.9,1.42,1.84,4.78
0.1518,0.98,1.38,1.88,4.78
0.1519,0.94,1.34,1.8,4.78
0.152,0.94,1.38,1.88,4.74
0.1521,0.94,1.42,1.84,4.78
0.1522,1.02,1.38,1.84,4.78
0.1523,0.98,1.38,1.8,4.78
0.1524,0.98,1.42,1.88,4.78
0.1525,0.9,1.38,1.88,4.78
0.1526,0.94,1.42,1.84,4.82
0.1527,0.98,1.34,1.8,4.78
0.1528,0.94,1.38,1.84,4.78
0.1529,0.98,1.42,1.88,4.78
0.153,0.94,1.42,1.8,4.78
0.1531,0.98,1.42,1.88,4.78
0.1532,0.94,1.42,1.8,4.78
0.1533,0.94,1.34,1.84,4.78
0.1534,0.98,1.34,1.84,4.78
0.1535,0.98,1.34,1.84,4.82
0.1536,0.94,1.38,1.8,4.74
0.1537,0.98,1.42,1.88,4.74
0.1538,0.98,1.42,1.84,4.78
0.1539,0.98,1.38,1.84,4.78
0.154,0.94,1.38,1.84,4.78
0.1541,0.94,1.42,1.88,4.74
0.1542,0.98,1.38,1.76,4.78
0.1543,1.02,1.42,1.84,4.82
0.1544,0.98,1.42,1.84,4.82
0.1545,0.98,1.38,1.84,4.74
0.1546,0.94,1.42,1.88,4.78
0.1547,0.98,1.42,1.8,4.78
0.1548,0.98,1.38,1.84,4.78
0.1549,0.94,1.38,1.84,4.78
0.155,0.98,1.42,1.8,4.86
0.1551,0.98,1.38,1.84,4.74
0.1552,0.9,1.38,1.88,4.78
0.1553,0.94,1.34,1.88,4.82
0.1554,0.94,1.38,1.88,4.78
0.1555,0.9,1.38,1.8,4.78
0.1556,0.94,1.38,1.84,4.82
0.1557,0.9,1.38,1.84,4.78
0.1558,0.9,1.42,1.8,4.78
0.1559,0.9,1.38,1.84,4.82
0.156,0.94,1.38,1.88,4.78
0.1561,0.94,1.42,1.8,4.74
0.1562,0.94,1.38,1.84,4.78
0.1563,0.94,1.42,1.88,4.82
0.1564,1.02,1.38,1.8,4.82
0.1565,0.98,1.34,1.88,4.78
0.1566,0.9,1.42,1.84,4.78
0.1567,0.98,1.42,1.8,4.74
0.1568,0.98,1.46,1.84,4.78
0.1569,0.94,1.38,1.84,4.78
0.157,0.9,1.38,1.84,4.78
0.1571,0.94,1.46,1.84,4.78
0.1572,0.98,1.42,1.84,4.78
0.1573,0.98,1.38,1.88,4.82
0.1574,0.98,1.38,1.84,4.78
0.1575,0.94,1.38,1.88,4.82
0.1576,0.94,1.42,1.8,4.82
0.1577,1.02,1.38,1.84,4.74
0.1578,0.98,1.38,1.88,4.82
0.1579,0.94,1.38,1.8,4.78
0.158,0.98,1.42,1.88,4.82
0.1581,0.94,1.42,1.8,4.78
0.1582,0.98,1.34,1.84,4.82
0.1583,0.94,1.38,1.88,4.78
0.1584,0.94,1.42,1.84,4.74
0.1585,0.94,1.34,1.84,4.78
0.1586,0.98,1.42,1.8,4.78
0.1587,0.94,1.38,1.8,4.78
0.1588,0.98,1.34,1.8,4.78
0.1589,0.98,1.42,1.8,4.82
0.159,0.98,1.34,1.84,4.74
0.1591,0.94,1.38,1.8,4.82
0.1592,0.94,1.38,1.84,4.7
0.1593,0.98,1.38,1.92,4.78
0.1594,1.02,1.38,1.84,4.78
0.1595,0.94,1.42,1.84,4.78
0.1596,0.98,1.3,1.88,4.74
0.1597,0.94,1.34,1.8,4.78
0.1598,0.9,1.42,1.8,4.74
0.1599,0.9,1.34,1.92,4.78
0.16,0.9,1.38,1.84,4.74
0.1601,0.9,1.34,1.8,4.78
0.1602,0.86,1.38,1.8,4.7
0.1603,0.94,1.42,1.8,4.78
0.1604,0.9,1.38,1.8,4.7
0.1605,0.94,1.42,1.84,4.78
0.1606,0.9,1.38,1.88,4.82
0.1607,0.9,1.42,1.88,4.78
0.1608,0.86,1.38,1.88,4.74
0.1609,0.9,1.38,1.84,4.78
0.161,0.94,1.34,1.84,4.7
0.1611,0.9,1.38,1.84,4.74
0.1612,0.9,1.38,1.8,4.74
0.1613,0.98,1.38,1.8,4.78
0.1614,0.98,1.38,1.84,4.82
0.1615,0.9,1.38,1.84,4.74
0.1616,0.98,1.34,1.8,4.82
0.1617,1.02,1.38,1.8,4.78
0.1618,0.98,1.38,1.8,4.82
0.1619,0.98,1.34,1.84,4.82
0.162,0.98,1.38,1.88,4.78
0.1621,0.98,1.42,1.76,4.82
0.1622,0.94,1.38,1.8,4.82
0.1623,0.94,1.38,1.84,4.78
0.1624,0.98,1.34,1.84,4.82
0.1625,0.94,1.34,1.8,4.78
0.1626,0.98,1.42,1.84,4.74
0.1627,0.98,1.42,1.8,4.82
0.1628,0.98,1.38,1.8,4.86
0.1629,0.98,1.34,1.8,4.78
0.163,0.98,1.42,1.84,4.82
0.1631,1.02,1.42,1.84,4.74
0.1632,0.98,1.34,1.88,4.74
0.1633,0.94,1.38,1.88,4.74
0.1634,0.98,1.34,1.8,4.78
0.1635,0.98,1.38,1.8,4.78
0.1636,0.98,1.34,1.84,4.78
0.1637,0.98,1.38,1.84,4.78
0.1638,0.94,1.34,1.84,4.78
0.1639,0.9,1.42,1.8,4.82
0.164,0.98,1.34,1.88,4.78
0.1641,0.9,1.34,1.84,4.74
0.1642,0.9,1.38,1.88,4.78
0.1643,0.94,1.34,1.84,4.7
0.1644,0.94,1.34,1.8,4.82
0.1645,0.94,1.38,1.88,4.82
0.1646,0.94,1.38,1.84,4.78
0.1647,0.9,1.42,1.84,4.82
0.1648,0.98,1.42,1.84,4.78
0.1649,1.02,1.42,1.84,4.78
0.165,0.94,1.38,1.8,4.82
0.1651,0.98,1.34,1.8,4.7
0.1652,0.98,1.38,1.88,4.74
0.1653,0.94,1.34,1.8,4.78
0.1654,0.94,1.34,1.84,4.82
0.1655,1.06,1.3,1.84,4.82
0.1656,0.94,1.38,1.8,4.82
0.1657,0.94,1.34,1.8,4.82
0.1658,0.98,1.34,1.88,4.82
0.1659,0.94,1.38,1.8,4.78
0.166,0.94,1.34,1.84,4.78
0.1661,0.94,1.42,1.88,4.78
0.1662,0.94,1.38,1.8,4.7
0.1663,0.94,1.34,1.92,4.78
0.1664,0.94,1.34,1.84,4.82
0.1665,0.9,1.34,1.88,4.78
0.1666,0.94,1.34,1.8,4.74
0.1667,0.98,1.34,1.84,4.78
0.1668,1.02,1.38,1.76,4.74
0.1669,0.98,1.34,1.8,4.78
0.167,0.98,1.34,1.8,4.78
0.1671,0.94,1.38,1.8,4.82
0.1672,0.94,1.3,1.8,4.78
0.1673,0.94,1.34,1.84,4.78
0.1674,0.86,1.34,1.84,4.82
0.1675,0.86,1.3,1.8,4.74
0.1676,0.7,1.3,1.72,4.78
0.1677,0.66,1.3,1.76,4.78
0.1678,0.5,1.34,1.76,4.78
0.1679,0.5,1.3,1.8,4.82
0.168,0.38,1.3,1.68,4.74
0.1681,0.34,1.34,1.68,4.78
0.1682,0.3,1.3,1.72,4.82
0.1683,0.22,1.34,1.64,4.78
0.1684,0.18,1.3,1.64,4.78
0.1685,0.22,1.26,1.64,4.78
0.1686,0.26,1.3,1.56,4.78
0.1687,0.3,1.34,1.6,4.78
0.1688,0.38,1.26,1.6,4.74
0.1689,0.42,1.34,1.6,4.82
0.169,0.5,1.34,1.64,4.74
0.1691,0.58,1.38,1.56,4.74
0.1692,0.7,1.42,1.6,4.78
0.1693,0.78,1.34,1.6,4.78
0.1694,0.82,1.38,1.68,4.82
0.1695,0.86,1.42,1.68,4.78
0.1696,0.9,1.38,1.72,4.78
0.1697,0.94,1.38,1.72,4.78
0.1698,0.94,1.34,1.68,4.82
0.1699,0.98,1.3,1.72,4.78
0.17,0.94,1.3,1.68,4.74
0.1701,0.86,1.34,1.72,4.82
0.1702,0.82,1.34,1.8,4.82
0.1703,0.86,1.34,1.8,4.82
0.1704,0.74,1.34,1.76,4.78
0.1705,0.78,1.3,1.76,4.78
0.1706,0.7,1.34,1.84,4.78
0.1707,0.66,1.26,1.8,4.78
0.1708,0.62,1.34,1.84,4.78
0.1709,0.66,1.3,1.8,4.78
0.171,0.66,1.3,1.76,4.78
0.1711,0.66,1.3,1.76,4.74
0.1712,0.66,1.34,1.76,4.74
0.1713,0.66,1.3,1.8,4.82
0.1714,0.66,1.3,1.8,4.82
0.1715,0.7,1.3,1.8,4.7
0.1716,0.74,1.34,1.8,4.78
0.1717,0.74,1.3,1.76,4.78
0.1718,0.74,1.3,1.72,4.78
0.1719,0.78,1.3,1.76,4.74
0.172,0.78,1.34,1.8,4.78
0.1721,0.82,1.34,1.76,4.74
0.1722,0.86,1.34,1.8,4.74
0.1723,0.82,1.3,1.76,4.82
0.1724,0.82,1.34,1.8,4.82
0.1725,0.82,1.3,1.68,4.82
0.1726,0.82,1.34,1.8,4.82
0.1727,0.74,1.34,1.76,4.78
0.1728,0.78,1.34,1.8,4.74
0.1729,0.78,1.3,1.76,4.78
0.173,0.7,1.34,1.8,4.82
0.1731,0.74,1.34,1.8,4.82
0.1732,0.7,1.3,1.76,4.78
0.1733,0.7,1.34,1.76,4.74
0.1734,0.74,1.34,1.76,4.74
0.1735,0.7,1.34,1.8,4.74
0.1736,0.66,1.34,1.72,4.78
0.1737,0.74,1.34,1.76,4.82
0.1738,0.74,1.3,1.68,4.78
0.1739,0.74,1.38,1.76,4.78
0.174,0.74,1.3,1.76,4.78
0.1741,0.78,1.3,1.72,4.74
0.1742,0.74,1.34,1.8,4.7
0.1743,0.74,1.34,1.76,4.82
0.1744,0.7,1.34,1.72,4.74
0.1745,0.74,1.3,1.72,4.78
0.1746,0.78,1.3,1.72,4.78
0.1747,0.74,1.38,1.72,4.74
0.1748,0.82,1.34,1.68,4.78
0.1749,0.78,1.34,1.72,4.7
0.175,0.78,1.3,1.8,4.78
0.1751,0.78,1.34,1.76,4.78
0.1752,0.7,1.34,1.72,4.74
0.1753,0.74,1.3,1.72,4.7
0.1754,0.82,1.34,1.76,4.7
0.1755,0.78,1.34,1.76,4.82
0.1756,0.7,1.3,1.76,4.82
0.1757,0.7,1.38,1.68,4.82
0.1758,0.74,1.34,1.72,4.78
0.1759,0.78,1.34,1.72,4.74
0.176,0.74,1.34,1.72,4.78
0.1761,0.7,1.34,1.72,4.78
0.1762,0.78,1.3,1.76,4.82
